b	switch	start	end	contig
3751	0	583985	590893	Ctg001
3801	0	590893	594343	Ctg001
3851	0	594343	602508	Ctg001
3901	0	602530	608621	Ctg001
3951	0	608686	615483	Ctg001
4001	0	615501	638919	Ctg001
4051	0	639049	653232	Ctg001
4101	0	653423	668528	Ctg001
4151	0	668528	675840	Ctg001
4201	0	675876	678318	Ctg001
4251	0	678420	683260	Ctg001
4301	0	683469	688040	Ctg001
4351	0	688040	692638	Ctg001
4401	0	692802	702490	Ctg001
4451	0	702490	706948	Ctg001
4501	0	707014	711202	Ctg001
4551	0	711202	716865	Ctg001
4601	0	716865	721244	Ctg001
4651	0	721274	724749	Ctg001
4701	0	724773	728380	Ctg001
4751	0	728515	733444	Ctg001
4801	0	733797	740541	Ctg001
4851	1	740583	744704	Ctg001
4901	0	744704	751082	Ctg001
4951	0	751409	755878	Ctg001
5001	2	755890	763604	Ctg001
5051	0	763727	769807	Ctg001
5101	0	769833	778357	Ctg001
5151	0	778369	783619	Ctg001
5201	0	784017	792612	Ctg001
5251	0	792952	800386	Ctg001
5301	0	800473	805903	Ctg001
5351	0	806486	814553	Ctg001
5401	0	815041	823043	Ctg001
5451	0	823133	828344	Ctg001
5501	1	828490	838724	Ctg001
5551	0	838724	846566	Ctg001
5601	0	846609	852957	Ctg001
5651	0	852969	857034	Ctg001
5701	0	857034	860593	Ctg001
5751	0	860593	867747	Ctg001
5801	0	867747	869764	Ctg001
5851	0	869883	873125	Ctg001
5901	0	873272	882384	Ctg001
5951	0	882396	887365	Ctg001
6001	0	887774	894835	Ctg001
6051	0	895035	902550	Ctg001
6101	0	903491	909150	Ctg001
6151	0	909527	918641	Ctg001
6201	0	919961	923263	Ctg001
6251	0	924256	930684	Ctg001
6301	1	930851	935843	Ctg001
6351	0	935955	938605	Ctg001
6401	0	938699	941527	Ctg001
6451	0	941718	951848	Ctg001
6501	0	954190	983725	Ctg001
6551	0	984129	986994	Ctg001
6601	0	987291	995502	Ctg001
6651	0	996163	1002625	Ctg001
6701	0	1002710	1009265	Ctg001
6751	0	1009546	1017156	Ctg001
6801	0	1017170	1025071	Ctg001
6851	0	1025654	1030557	Ctg001
6901	0	1031461	1040561	Ctg001
6951	0	1040585	1046547	Ctg001
7001	0	1047005	1052490	Ctg001
7051	0	1052523	1058109	Ctg001
7101	0	1058475	1071932	Ctg001
7151	0	1071983	1077903	Ctg001
7201	0	1077919	1084812	Ctg001
7251	0	1085679	1092639	Ctg001
7301	0	1092684	1098825	Ctg001
7351	0	1098825	1104077	Ctg001
7401	0	1104110	1109168	Ctg001
7451	0	1109233	1119818	Ctg001
7501	0	1119818	1125268	Ctg001
7551	0	1125268	1138260	Ctg001
7601	0	1138410	1141254	Ctg001
7651	0	1141254	1144112	Ctg001
7701	0	1144112	1147195	Ctg001
7751	0	1147195	1153249	Ctg001
7801	0	1153249	1159121	Ctg001
7851	0	1159121	1164151	Ctg001
7901	0	1164151	1168944	Ctg001
7951	0	1168944	1173396	Ctg001
8001	0	1173396	1178482	Ctg001
8051	0	1178482	1183774	Ctg001
8101	3	1183774	1188468	Ctg001
8151	4	1188488	1201140	Ctg001
8201	1	1201140	1205077	Ctg001
8251	0	1205077	1215915	Ctg001
8301	0	1215998	1220076	Ctg001
8351	0	1220088	1226341	Ctg001
8401	0	1226721	1233323	Ctg001
8451	1	1233534	1243525	Ctg001
8501	0	1243627	1250206	Ctg001
8551	0	1250634	1255895	Ctg001
8601	0	1255968	1264534	Ctg001
8651	0	1264559	1271105	Ctg001
8701	0	1271426	1278561	Ctg001
8751	0	1278631	1286575	Ctg001
8801	2	1286766	1298064	Ctg001
8851	0	1298116	1303234	Ctg001
8901	0	1303522	1306840	Ctg001
8951	0	1306914	1311343	Ctg001
9001	0	1311418	1318329	Ctg001
9051	0	1318353	1325823	Ctg001
9101	0	1326033	1366366	Ctg001
9151	0	1366396	1371760	Ctg001
9201	0	1372109	1378622	Ctg001
9251	0	1378638	1383818	Ctg001
9301	0	1383850	1390806	Ctg001
9351	0	1390869	1397832	Ctg001
9401	0	1397983	1404740	Ctg001
9451	0	1405064	1411367	Ctg001
9501	0	1411412	1417497	Ctg001
9551	0	1417553	1424343	Ctg001
9601	0	1424553	1431360	Ctg001
9651	0	1431578	1438243	Ctg001
9701	0	1438271	1445409	Ctg001
9751	1	1445752	1461687	Ctg001
9801	0	1461714	1468715	Ctg001
9851	0	1468879	1473905	Ctg001
9901	0	1473932	1485283	Ctg001
9951	0	1485381	1493342	Ctg001
10001	0	1493436	1501660	Ctg001
10051	0	1501711	1512828	Ctg001
10101	0	1512952	1520994	Ctg001
10151	0	1521131	1525250	Ctg001
10201	0	1525286	1534068	Ctg001
10251	0	1534101	1540370	Ctg001
10301	0	1540525	1553504	Ctg001
10351	0	1553597	1562567	Ctg001
10401	0	1562582	1571864	Ctg001
10451	0	1572129	1580172	Ctg001
10501	0	1580462	1600051	Ctg001
10551	0	1600091	1612748	Ctg001
10601	0	1612763	1621585	Ctg001
10651	0	1621719	1628862	Ctg001
10701	0	1629058	1635073	Ctg001
10751	0	1635094	1653812	Ctg001
10801	0	1653949	1662662	Ctg001
10851	2	1662791	1669813	Ctg001
10901	0	1670093	1677519	Ctg001
10951	0	1677710	1686752	Ctg001
11001	0	1686863	1699603	Ctg001
11051	0	1699616	1702764	Ctg001
11101	0	1702842	1709153	Ctg001
11151	0	1709304	1714680	Ctg001
11201	0	1714712	1720687	Ctg001
11251	0	1720703	1735004	Ctg001
11301	0	1735019	1741561	Ctg001
11351	0	1741631	1746865	Ctg001
11401	0	1746935	1755347	Ctg001
11451	0	1755389	1763657	Ctg001
11501	0	1763707	1773160	Ctg001
11551	0	1773540	1782350	Ctg001
11601	0	1782881	1790986	Ctg001
11651	0	1791074	1798965	Ctg001
11701	0	1798977	1810794	Ctg001
11751	0	1810924	1818180	Ctg001
11801	0	1818253	1828215	Ctg001
11851	0	1828236	1834958	Ctg001
11901	0	1834987	1840068	Ctg001
11951	0	1840099	1844779	Ctg001
12001	0	1844880	1851671	Ctg001
12051	0	1851707	1856906	Ctg001
12101	0	1856928	1871564	Ctg001
12151	0	1871660	1877621	Ctg001
12201	0	1878223	1885414	Ctg001
12251	0	1885469	1889635	Ctg001
12301	0	1889767	1893228	Ctg001
12351	0	1893286	1901107	Ctg001
12401	0	1901624	1913020	Ctg001
12451	0	1913196	1922352	Ctg001
12501	0	1922492	1929237	Ctg001
12551	1	1929277	1939835	Ctg001
12601	0	1939888	1947884	Ctg001
12651	0	1947945	1955267	Ctg001
12701	0	1955297	1963134	Ctg001
12751	0	1963571	1974122	Ctg001
12801	0	1974234	1980511	Ctg001
12851	0	1980727	1987412	Ctg001
12901	0	1987472	1994943	Ctg001
12951	0	1995400	2003016	Ctg001
13001	0	2003079	2011492	Ctg001
13051	0	2011641	2018200	Ctg001
13101	0	2018218	2024569	Ctg001
13151	0	2024600	2028296	Ctg001
13201	0	2028441	2034473	Ctg001
13251	0	2034785	2041672	Ctg001
13301	0	2041709	2050431	Ctg001
13351	0	2050492	2059762	Ctg001
13401	0	2059906	2065931	Ctg001
13451	0	2065973	2072230	Ctg001
13501	0	2072275	2079525	Ctg001
13551	0	2080176	2088128	Ctg001
13601	0	2088145	2095328	Ctg001
13651	0	2095361	2101699	Ctg001
13701	0	2101771	2107598	Ctg001
13751	0	2107649	2116754	Ctg001
13801	0	2117158	2124953	Ctg001
13851	0	2125396	2132992	Ctg001
13901	0	2133017	2143360	Ctg001
13951	0	2143372	2156247	Ctg001
14001	0	2156450	2164248	Ctg001
14051	0	2164452	2170897	Ctg001
14101	0	2170976	2175398	Ctg001
14151	0	2175503	2184007	Ctg001
14201	0	2184198	2189022	Ctg001
14251	0	2189036	2195745	Ctg001
14301	0	2195775	2222701	Ctg001
14351	0	2228968	2258397	Ctg001
14401	0	2258458	2268303	Ctg001
14451	0	2268599	2275754	Ctg001
14501	0	2275787	2283594	Ctg001
14551	0	2283638	2287516	Ctg001
14601	0	2287677	2292574	Ctg001
14651	0	2292728	2298063	Ctg001
14701	0	2298322	2307225	Ctg001
14751	0	2307273	2315024	Ctg001
14801	0	2315108	2326983	Ctg001
14851	0	2327001	2336314	Ctg001
14901	0	2336373	2342233	Ctg001
14951	0	2342499	2347872	Ctg001
15001	0	2347884	2353639	Ctg001
15051	0	2353651	2359490	Ctg001
15101	0	2359538	2365624	Ctg001
15151	0	2365681	2373433	Ctg001
15201	0	2373544	2380540	Ctg001
15251	0	2380554	2389657	Ctg001
15301	0	2389716	2396312	Ctg001
15351	0	2396324	2402003	Ctg001
15401	0	2402015	2407436	Ctg001
15451	0	2407572	2414169	Ctg001
15501	0	2414380	2423221	Ctg001
15551	0	2423461	2430236	Ctg001
15601	1	2430277	2512779	Ctg001
15651	0	2512791	2517040	Ctg001
15701	0	2517054	2522434	Ctg001
15751	0	2522471	2530181	Ctg001
15801	0	2530577	2534864	Ctg001
15851	0	2534879	2544994	Ctg001
15901	0	2545016	2553039	Ctg001
15951	0	2553054	2557779	Ctg001
16001	0	2558720	2566331	Ctg001
16051	0	2566351	2570912	Ctg001
16101	0	2570926	2577637	Ctg001
16151	0	2577739	2584141	Ctg001
16201	0	2584267	2591647	Ctg001
16251	0	2591710	2602234	Ctg001
16301	0	2602306	2607286	Ctg001
16351	0	2607313	2619172	Ctg001
16401	0	2619184	2627821	Ctg001
16451	0	2627845	2643354	Ctg001
16501	0	2643976	2650534	Ctg001
16551	0	2650597	2655353	Ctg001
16601	0	2655703	2662611	Ctg001
16651	0	2662660	2669045	Ctg001
16701	0	2669149	2676912	Ctg001
16751	0	2676942	2689689	Ctg001
16801	0	2689772	2695283	Ctg001
16851	0	2695572	2708326	Ctg001
16901	0	2708431	2717927	Ctg001
16951	1	2719382	2733442	Ctg001
17001	0	2733667	2738213	Ctg001
17051	0	2738945	2747814	Ctg001
17101	0	2747831	2754823	Ctg001
17151	0	2754947	2759374	Ctg001
17201	0	2759470	2766197	Ctg001
17251	0	2766219	2773285	Ctg001
17301	0	2773381	2779020	Ctg001
17351	0	2779564	2786920	Ctg001
17401	0	2787113	2793447	Ctg001
17451	0	2793583	2803630	Ctg001
17501	0	2803739	2811298	Ctg001
17551	0	2811313	2822564	Ctg001
17601	0	2822822	2828136	Ctg001
17651	0	2828694	2835295	Ctg001
17701	0	2835450	2849180	Ctg001
17751	0	2849200	2854172	Ctg001
17801	1	2854316	2860354	Ctg001
17851	0	2860428	2865244	Ctg001
17901	0	2865355	2869889	Ctg001
17951	0	2869901	2884422	Ctg001
18001	0	2885561	2894116	Ctg001
18051	0	2894258	2904494	Ctg001
18101	0	2904707	2910731	Ctg001
18151	0	2910980	2922693	Ctg001
18201	0	2922936	2929514	Ctg001
18251	0	2929687	2938864	Ctg001
18301	0	2939035	2944060	Ctg001
18351	0	2944203	2951179	Ctg001
18401	0	2951347	2955844	Ctg001
18451	0	2955859	2963238	Ctg001
18501	0	2963525	2974567	Ctg001
18551	0	2974738	2987448	Ctg001
18601	0	2987481	2996640	Ctg001
18651	0	2996678	3003301	Ctg001
18701	0	3003326	3027486	Ctg001
18751	0	3027660	3033840	Ctg001
18801	0	3034019	3038750	Ctg001
18851	0	3038820	3043122	Ctg001
18901	0	3043302	3053962	Ctg001
18951	0	3053992	3058481	Ctg001
19001	0	3058509	3064414	Ctg001
19051	0	3064588	3073324	Ctg001
19101	0	3073542	3083228	Ctg001
19151	0	3083266	3093536	Ctg001
19201	0	3093740	3100250	Ctg001
19251	0	3100264	3105790	Ctg001
19301	0	3105825	3112824	Ctg001
19351	0	3112927	3119664	Ctg001
19401	0	3119732	3126199	Ctg001
19451	1	3126440	3137568	Ctg001
19501	0	3137612	3143377	Ctg001
19551	0	3143507	3150120	Ctg001
19601	0	3150364	3164190	Ctg001
19651	0	3164415	3171744	Ctg001
19701	0	3171934	3179355	Ctg001
19751	0	3179544	3191719	Ctg001
19801	0	3191806	3206707	Ctg001
19851	0	3207040	3215085	Ctg001
19901	0	3215136	3224694	Ctg001
19951	0	3224706	3232426	Ctg001
20001	0	3232627	3245480	Ctg001
20051	0	3245539	3254320	Ctg001
20101	0	3254362	3258394	Ctg001
20151	0	3258522	3267661	Ctg001
20201	0	3267679	3274042	Ctg001
20251	0	3274369	3280863	Ctg001
20301	0	3281702	3289029	Ctg001
20351	0	3289228	3298533	Ctg001
20401	0	3298608	3306203	Ctg001
20451	0	3306216	3310590	Ctg001
20501	0	3310931	3329030	Ctg001
20551	0	3329253	3353128	Ctg001
20601	0	3353188	3360451	Ctg001
20651	0	3360464	3368515	Ctg001
20701	0	3368535	3373963	Ctg001
20751	0	3374036	3381287	Ctg001
20801	0	3381336	3387928	Ctg001
20851	0	3387941	3396780	Ctg001
20901	0	3397456	3406978	Ctg001
20951	0	3406999	3414276	Ctg001
21001	0	3414300	3422734	Ctg001
21051	0	3422776	3431620	Ctg001
21101	0	3431658	3441134	Ctg001
21151	0	3441280	3457457	Ctg001
21201	0	3458013	3465237	Ctg001
21251	0	3465293	3475360	Ctg001
21301	0	3475416	3485287	Ctg001
21351	0	3485347	3491071	Ctg001
21401	0	3491116	3503099	Ctg001
21451	0	3503370	3510764	Ctg001
21501	0	3511288	3521084	Ctg001
21551	0	3521167	3527465	Ctg001
21601	0	3527528	3533194	Ctg001
21651	0	3533307	3538960	Ctg001
21701	0	3539043	3547455	Ctg001
21751	0	3547489	3557670	Ctg001
21801	0	3557815	3563759	Ctg001
21851	0	3563781	3570952	Ctg001
21901	0	3571106	3586894	Ctg001
21951	0	3587519	3591507	Ctg001
22001	0	3591586	3596182	Ctg001
22051	0	3596197	3626233	Ctg001
22101	0	3626301	3630823	Ctg001
22151	0	3630841	3639610	Ctg001
22201	0	3639661	3646502	Ctg001
22251	0	3646592	3653700	Ctg001
22301	0	3654021	3661372	Ctg001
22351	0	3661439	3671288	Ctg001
22401	0	3671320	3682304	Ctg001
22451	0	3682450	3698588	Ctg001
22501	0	3698847	3708413	Ctg001
22551	0	3708746	3714910	Ctg001
22601	0	3715021	3719353	Ctg001
22651	0	3721626	3728714	Ctg001
22701	0	3729082	3737068	Ctg001
22751	0	3737342	3742166	Ctg001
22801	0	3742360	3762502	Ctg001
22851	0	3762518	3771310	Ctg001
22901	0	3771411	3777010	Ctg001
22951	0	3777059	3786790	Ctg001
23001	0	3786926	3794279	Ctg001
23051	0	3795398	3816265	Ctg001
23101	0	3816305	3824336	Ctg001
23151	0	3824352	3834439	Ctg001
23201	0	3834536	3849389	Ctg001
23251	0	3849527	3854906	Ctg001
23301	0	3854930	3865104	Ctg001
23351	0	3865260	3873750	Ctg001
23401	0	3873788	3921201	Ctg001
23451	0	3921573	3930964	Ctg001
23501	0	3931051	3940464	Ctg001
23551	0	3940639	3948916	Ctg001
23601	0	3948942	3957376	Ctg001
23651	0	3957397	3963517	Ctg001
23701	0	3963553	3972666	Ctg001
23751	0	3972699	3980525	Ctg001
23801	0	3980547	3987366	Ctg001
23851	0	3987400	3996607	Ctg001
23901	0	3996626	4003297	Ctg001
23951	0	4003320	4010780	Ctg001
24001	0	4010825	4019960	Ctg001
24051	0	4020040	4026182	Ctg001
24101	0	4026544	4033163	Ctg001
24151	0	4033309	4043091	Ctg001
24201	0	4043115	4049487	Ctg001
24251	0	4049515	4060929	Ctg001
24301	1	4061423	4074425	Ctg001
24351	0	4074504	4088126	Ctg001
24401	0	4088310	4100769	Ctg001
24451	0	4100961	4109844	Ctg001
24501	0	4110061	4119476	Ctg001
24551	0	4119515	4123438	Ctg001
24601	0	4123456	4131974	Ctg001
24651	0	4132433	4145761	Ctg001
24701	0	4145947	4155114	Ctg001
24751	0	4155333	4163205	Ctg001
24801	0	4163276	4171458	Ctg001
24851	0	4171705	4186267	Ctg001
24901	0	4187124	4193739	Ctg001
24951	0	4193760	4198807	Ctg001
25001	0	4198845	4208101	Ctg001
25051	0	4208867	4223701	Ctg001
25101	0	4223798	4234423	Ctg001
25151	0	4234748	4244064	Ctg001
25201	0	4244189	4252682	Ctg001
25251	0	4252695	4267711	Ctg001
25301	0	4267747	4278909	Ctg001
25351	0	4279516	4299529	Ctg001
25401	0	4299572	4320334	Ctg001
25451	0	4320346	4332225	Ctg001
25501	0	4332556	4345575	Ctg001
25551	0	4345626	4364137	Ctg001
25601	0	4364482	4375936	Ctg001
25651	0	4376046	4384815	Ctg001
25701	0	4384879	4390516	Ctg001
25751	0	4390558	4400103	Ctg001
25801	0	4400133	4418959	Ctg001
25851	0	4419392	4428850	Ctg001
25901	0	4428871	4436155	Ctg001
25951	0	4436333	4446927	Ctg001
26001	0	4447011	4456158	Ctg001
26051	0	4456320	4467680	Ctg001
26101	0	4467804	4473567	Ctg001
26151	0	4473801	4484822	Ctg001
26201	0	4484941	4493477	Ctg001
26251	0	4493710	4501120	Ctg001
26301	0	4501136	4508513	Ctg001
26351	0	4508604	4518587	Ctg001
26401	0	4518914	4528739	Ctg001
26451	0	4529131	4543097	Ctg001
26501	0	4543326	4551769	Ctg001
26551	0	4551969	4562328	Ctg001
26601	0	4562946	4579295	Ctg001
26651	0	4579310	4587090	Ctg001
26701	0	4587107	4596262	Ctg001
26751	0	4596343	4609742	Ctg001
26801	0	4609794	4623784	Ctg001
26851	0	4624076	4635687	Ctg001
26901	0	4635726	4641203	Ctg001
26951	0	4641215	4650010	Ctg001
27001	0	4650024	4665121	Ctg001
27051	0	4665353	4674905	Ctg001
27101	0	4675096	4684863	Ctg001
27151	0	4684999	4696832	Ctg001
27201	0	4696858	4710706	Ctg001
27251	0	4710965	4721420	Ctg001
27301	0	4722233	4736052	Ctg001
27351	0	4736067	4748372	Ctg001
27401	0	4748547	4763263	Ctg001
27451	0	4763814	4776394	Ctg001
27501	0	4776508	4781703	Ctg001
27551	0	4781815	4787152	Ctg001
27601	0	4787235	4794183	Ctg001
27651	0	4794874	4801781	Ctg001
27701	0	4801796	4811760	Ctg001
27751	0	4811999	4822855	Ctg001
27801	0	4822873	4850286	Ctg001
27851	0	4851080	4867274	Ctg001
27901	0	4867338	4879937	Ctg001
27951	0	4880249	4901343	Ctg001
28001	0	4901423	4913203	Ctg001
28051	0	4914082	4922153	Ctg001
28101	0	4922264	4930458	Ctg001
28151	0	4931040	4942914	Ctg001
28201	0	4943082	4956807	Ctg001
28251	0	4956827	4962872	Ctg001
28301	0	4964007	4976210	Ctg001
28351	0	4976371	4990312	Ctg001
28401	0	4990326	4996167	Ctg001
28451	0	4996598	5003956	Ctg001
28501	0	5004237	5012955	Ctg001
28551	0	5013120	5019934	Ctg001
28601	0	5019949	5040968	Ctg001
28651	0	5041090	5055431	Ctg001
28701	0	5055481	5069010	Ctg001
28751	0	5069283	5080076	Ctg001
28801	0	5080093	5088784	Ctg001
28851	0	5089023	5097975	Ctg001
28901	0	5098559	5108052	Ctg001
28951	0	5108277	5114597	Ctg001
29001	0	5114664	5120722	Ctg001
29051	0	5120766	5126353	Ctg001
29101	0	5126394	5132623	Ctg001
29151	0	5132670	5142273	Ctg001
29201	0	5142526	5146410	Ctg001
29251	0	5146430	5157530	Ctg001
29301	0	5157611	5172461	Ctg001
29351	0	5172486	5192434	Ctg001
29401	0	5192451	5202223	Ctg001
29451	0	5202745	5212973	Ctg001
29501	0	5212992	5222459	Ctg001
29551	0	5222733	5231975	Ctg001
29601	0	5232078	5238834	Ctg001
29651	0	5239053	5251725	Ctg001
29701	0	5251760	5259114	Ctg001
29751	0	5259151	5268593	Ctg001
29801	0	5269343	5276118	Ctg001
29851	0	5276162	5285997	Ctg001
29901	0	5286045	5295529	Ctg001
29951	0	5295547	5308065	Ctg001
30001	0	5308191	5318339	Ctg001
30051	0	5318354	5329227	Ctg001
30101	0	5329329	5336495	Ctg001
30151	0	5336627	5342643	Ctg001
30201	0	5343620	5352390	Ctg001
30251	0	5352579	5362396	Ctg001
30301	0	5362417	5374130	Ctg001
30351	0	5374211	5383603	Ctg001
30401	0	5384305	5393499	Ctg001
30451	0	5393726	5406786	Ctg001
30501	0	5407053	5420933	Ctg001
30551	1	5421315	5435313	Ctg001
30601	0	5435518	5440505	Ctg001
30651	0	5440540	5446372	Ctg001
30701	0	5446406	5454630	Ctg001
30751	0	5454685	5460207	Ctg001
30801	0	5460341	5473129	Ctg001
30851	0	5474123	5490973	Ctg001
30901	0	5491287	5500979	Ctg001
30951	0	5500991	5514091	Ctg001
31001	0	5514331	5541135	Ctg001
31051	0	5541412	5550189	Ctg001
31101	0	5550219	5571093	Ctg001
31151	0	5571135	5583130	Ctg001
31201	0	5583463	5591544	Ctg001
31251	0	5591583	5602591	Ctg001
31301	0	5602603	5610753	Ctg001
31351	0	5610767	5622128	Ctg001
31401	1	5622458	5652850	Ctg001
31451	0	5653397	5664885	Ctg001
31501	0	5665155	5674722	Ctg001
31551	0	5674834	5681080	Ctg001
31601	0	5681104	5689528	Ctg001
31651	0	5689975	5696179	Ctg001
31701	0	5696251	5709460	Ctg001
31751	0	5709689	5727044	Ctg001
31801	0	5727255	5736660	Ctg001
31851	0	5736739	5748813	Ctg001
31901	0	5748959	5758897	Ctg001
31951	0	5759084	5771514	Ctg001
32001	0	5771974	5784249	Ctg001
32051	0	5784312	5790316	Ctg001
32101	0	5790840	5798120	Ctg001
32151	0	5798289	5807614	Ctg001
32201	0	5807632	5813347	Ctg001
32251	0	5813382	5821117	Ctg001
32301	1	5821161	5829638	Ctg001
32351	0	5829663	5843712	Ctg001
32401	0	5844230	5855680	Ctg001
32451	0	5855710	5859911	Ctg001
32501	0	5859931	5878091	Ctg001
32551	0	5879585	5897757	Ctg001
32601	0	5897773	5905421	Ctg001
32651	0	5905624	5916854	Ctg001
32701	0	5916936	5927485	Ctg001
32751	0	5927523	5935514	Ctg001
32801	0	5935693	5950393	Ctg001
32851	0	5950438	5957467	Ctg001
32901	0	5957779	5965175	Ctg001
32951	0	5965196	5971395	Ctg001
33001	0	5971437	5981238	Ctg001
33051	0	5981331	5991658	Ctg001
33101	0	5991826	5999042	Ctg001
33151	0	5999161	6006810	Ctg001
33201	0	6007297	6012445	Ctg001
33251	0	6012626	6024030	Ctg001
33301	0	6024069	6033454	Ctg001
33351	0	6033467	6039846	Ctg001
33401	0	6039861	6046897	Ctg001
33451	0	6047017	6059845	Ctg001
33501	0	6060133	6067410	Ctg001
33551	0	6067544	6075373	Ctg001
33601	0	6075430	6095940	Ctg001
33651	0	6096357	6105495	Ctg001
33701	0	6106157	6116892	Ctg001
33751	0	6117075	6127137	Ctg001
33801	0	6127182	6144373	Ctg001
33851	0	6144600	6152683	Ctg001
33901	0	6153061	6166904	Ctg001
33951	0	6166928	6174028	Ctg001
34001	0	6174040	6182381	Ctg001
34051	0	6182673	6195849	Ctg001
34101	0	6196563	6207513	Ctg001
34151	0	6207688	6215576	Ctg001
34201	0	6215730	6225877	Ctg001
34251	0	6226059	6244588	Ctg001
34301	0	6244636	6250492	Ctg001
34351	0	6250509	6258180	Ctg001
34401	0	6258298	6268536	Ctg001
34451	0	6268626	6278391	Ctg001
34501	0	6278806	6289346	Ctg001
34551	0	6289683	6298807	Ctg001
34601	0	6298855	6310939	Ctg001
34651	0	6310967	6322291	Ctg001
34701	0	6322483	6330315	Ctg001
34751	0	6330568	6338161	Ctg001
34801	0	6338181	6349008	Ctg001
34851	0	6349317	6357068	Ctg001
34901	0	6357224	6363997	Ctg001
34951	0	6364013	6375250	Ctg001
35001	0	6375692	6386489	Ctg001
35051	0	6386908	6395836	Ctg001
35101	0	6395953	6410772	Ctg001
35151	0	6410817	6421065	Ctg001
35201	0	6421540	6443203	Ctg001
35251	0	6443270	6452125	Ctg001
35301	0	6452898	6462139	Ctg001
35351	0	6464862	6472459	Ctg001
35401	0	6472862	6484637	Ctg001
35451	0	6484670	6500123	Ctg001
35501	0	6501987	6519702	Ctg001
35551	0	6519903	6539576	Ctg001
35601	0	6539643	6561432	Ctg001
35651	0	6561474	6576980	Ctg001
35701	0	6577122	6585467	Ctg001
35751	0	6585545	6596152	Ctg001
35801	0	6596202	6601820	Ctg001
35851	0	6601888	6606871	Ctg001
35901	0	6606883	6620179	Ctg001
35951	0	6620266	6631877	Ctg001
36001	0	6632094	6638907	Ctg001
36051	0	6638938	6647788	Ctg001
36101	0	6647918	6659044	Ctg001
36151	0	6659784	6670096	Ctg001
36201	0	6670267	6682513	Ctg001
36251	0	6682531	6687808	Ctg001
36301	0	6688174	6697220	Ctg001
36351	0	6697242	6710400	Ctg001
36401	0	6710528	6741284	Ctg001
36451	0	6741712	6753569	Ctg001
36501	0	6753908	6773955	Ctg001
36551	0	6774052	6786481	Ctg001
36601	0	6786593	6798315	Ctg001
36651	0	6798439	6817810	Ctg001
36701	0	6817875	6827907	Ctg001
36751	0	6827936	6835247	Ctg001
36801	0	6835345	6842406	Ctg001
36851	0	6842888	6856009	Ctg001
36901	0	6856253	6868946	Ctg001
36951	0	6870107	6875895	Ctg001
37001	0	6876555	6885690	Ctg001
37051	0	6885731	6893715	Ctg001
37101	0	6893731	6908558	Ctg001
37151	0	6908592	6913771	Ctg001
37201	0	6913906	6920247	Ctg001
37251	0	6920504	6930431	Ctg001
37301	0	6930463	6943272	Ctg001
37351	0	6943370	6948230	Ctg001
37401	0	6948284	6953743	Ctg001
37451	0	6953812	6958142	Ctg001
