b	switch	start	end	contig
11351	0	4167782	4179667	Ctg001
11401	0	4179724	4193074	Ctg001
11451	0	4193263	4203227	Ctg001
11501	0	4203251	4207743	Ctg001
11551	0	4207756	4232113	Ctg001
11601	0	4232719	4250465	Ctg001
11651	0	4250488	4255910	Ctg001
11701	0	4256196	4268064	Ctg001
11751	0	4268162	4300166	Ctg001
11801	0	4300200	4307525	Ctg001
11851	0	4307538	4315552	Ctg001
11901	0	4315602	4330220	Ctg001
11951	0	4330347	4350425	Ctg001
12001	0	4350443	4359665	Ctg001
12051	6	4360140	4551841	Ctg001
12101	0	4551853	4561281	Ctg001
12151	26	4561299	4613171	Ctg001
12201	29	4613539	4625268	Ctg001
12251	0	4625304	4637763	Ctg001
12301	0	4637862	4643675	Ctg001
12351	0	4643755	4658544	Ctg001
12401	0	4658612	4665092	Ctg001
12451	0	4665312	4670350	Ctg001
12501	0	4670366	4680221	Ctg001
12551	0	4681100	4692823	Ctg001
12601	0	4693044	4729782	Ctg001
12651	0	4731490	4754852	Ctg001
12701	0	4754870	4763994	Ctg001
12751	0	4764131	4779952	Ctg001
12801	0	4779965	4784614	Ctg001
12851	1	4784720	4797703	Ctg001
12901	0	4797787	4805261	Ctg001
12951	0	4805500	4816582	Ctg001
13001	1	4816646	4824484	Ctg001
13051	0	4824808	4830747	Ctg001
13101	0	4830869	4837391	Ctg001
13151	0	4837408	4847424	Ctg001
13201	0	4847599	4853727	Ctg001
13251	0	4853747	4884618	Ctg001
13301	0	4884781	4909901	Ctg001
13351	0	4909924	4934074	Ctg001
13401	0	4934102	4959450	Ctg001
13451	0	4959483	4965069	Ctg001
13501	0	4965126	4973464	Ctg001
13551	0	4973604	4984003	Ctg001
13601	0	4986868	5019204	Ctg001
13651	0	5019368	5029702	Ctg001
13701	0	5030102	5037851	Ctg001
13751	0	5037895	5059436	Ctg001
13801	0	5059556	5108765	Ctg001
13851	0	5108879	5121213	Ctg001
13901	0	5121281	5127498	Ctg001
13951	0	5127525	5138262	Ctg001
14001	0	5138486	5148586	Ctg001
14051	0	5148610	5157032	Ctg001
14101	0	5157075	5169664	Ctg001
14151	0	5169735	5175778	Ctg001
14201	0	5176432	5184017	Ctg001
14251	0	5184089	5190260	Ctg001
14301	0	5190521	5197517	Ctg001
14351	0	5197545	5207172	Ctg001
14401	0	5209118	5595943	Ctg001
14451	0	5595970	5626082	Ctg001
14501	1	5626122	5641392	Ctg001
14551	0	5641494	5654968	Ctg001
14601	0	5655105	5671154	Ctg001
14651	0	5671261	5680289	Ctg001
14701	0	5680340	5692515	Ctg001
14751	0	5692629	5700416	Ctg001
14801	0	5700574	5709918	Ctg001
14851	0	5709976	5733287	Ctg001
14901	0	5733315	5742055	Ctg001
14951	0	5742318	5755129	Ctg001
15001	0	5755812	5766315	Ctg001
15051	0	5766532	5794251	Ctg001
15101	0	5794272	5801442	Ctg001
15151	0	5801830	5813021	Ctg001
15201	0	5814582	5824808	Ctg001
15251	1	5824897	5913263	Ctg001
15301	0	5913289	5938829	Ctg001
15351	0	5938874	5946877	Ctg001
15401	0	5946933	5954877	Ctg001
15451	0	5955174	5964175	Ctg001
15501	0	5964450	5971033	Ctg001
15551	0	5971077	6022325	Ctg001
15601	0	6022376	6044115	Ctg001
15651	0	6044128	6053077	Ctg001
15701	0	6053288	6058940	Ctg001
15751	0	6059072	6072370	Ctg001
15801	0	6072391	6084144	Ctg001
15851	0	6084492	6089532	Ctg001
15901	0	6089756	6097004	Ctg001
15951	0	6097034	6109382	Ctg001
16001	0	6109877	6125541	Ctg001
16051	0	6125572	6130793	Ctg001
16101	0	6130874	6139423	Ctg001
16151	0	6139464	6147033	Ctg001
16201	0	6147122	6156300	Ctg001
16251	0	6158165	6193802	Ctg001
16301	0	6193815	6208445	Ctg001
16351	0	6208476	6218387	Ctg001
16401	0	6218414	6242323	Ctg001
16451	0	6242884	6248684	Ctg001
16501	0	6248697	6254936	Ctg001
16551	0	6255059	6266951	Ctg001
16601	0	6267595	6275256	Ctg001
16651	0	6275416	6283153	Ctg001
16701	0	6283219	6291787	Ctg001
16751	0	6291995	6309023	Ctg001
16801	0	6309836	6315243	Ctg001
16851	0	6315709	6330480	Ctg001
16901	0	6330591	6335631	Ctg001
16951	0	6335840	6344366	Ctg001
17001	0	6344406	6352045	Ctg001
17051	0	6353459	6367397	Ctg001
17101	0	6367453	6379085	Ctg001
17151	0	6379131	6387706	Ctg001
17201	0	6387725	6394962	Ctg001
17251	0	6395008	6401221	Ctg001
17301	0	6401237	6409165	Ctg001
17351	0	6409192	6415679	Ctg001
17401	0	6415996	6425373	Ctg001
17451	0	6425629	6437748	Ctg001
17501	1	6437847	6444008	Ctg001
17551	1	6444145	6452856	Ctg001
17601	0	6452954	6474109	Ctg001
17651	0	6474266	6488001	Ctg001
17701	0	6488080	6497967	Ctg001
17751	0	6498497	6504630	Ctg001
17801	0	6504699	6511483	Ctg001
17851	0	6511561	6546234	Ctg001
17901	0	6548818	6571639	Ctg001
17951	0	6571714	6579302	Ctg001
18001	0	6579338	6586942	Ctg001
18051	0	6587287	6602955	Ctg001
18101	0	6603002	6612745	Ctg001
18151	0	6612810	6619997	Ctg001
18201	0	6620089	6628421	Ctg001
18251	0	6628779	6640462	Ctg001
18301	0	6640517	6649278	Ctg001
18351	0	6649302	6653913	Ctg001
18401	2	6653928	6661379	Ctg001
18451	0	6661405	6669680	Ctg001
18501	0	6669740	6676210	Ctg001
18551	0	6676238	6682468	Ctg001
18601	0	6682513	6692068	Ctg001
18651	0	6692322	6698692	Ctg001
18701	0	6698816	6705449	Ctg001
18751	0	6705490	6716103	Ctg001
18801	0	6716165	6721315	Ctg001
18851	0	6721330	6727700	Ctg001
18901	1	6727817	6741668	Ctg001
18951	0	6741759	6748400	Ctg001
19001	0	6748424	6753912	Ctg001
19051	0	6754057	6764349	Ctg001
19101	0	6764436	6770827	Ctg001
19151	0	6770926	6780634	Ctg001
19201	0	6780694	6785027	Ctg001
19251	0	6785159	6792973	Ctg001
19301	0	6793052	6800256	Ctg001
19351	0	6800331	6808106	Ctg001
19401	0	6808128	6818139	Ctg001
19451	0	6818270	6828665	Ctg001
19501	0	6830834	6836247	Ctg001
19551	0	6836299	6876807	Ctg001
19601	0	6877298	6886835	Ctg001
19651	0	6886902	6894624	Ctg001
19701	0	6895196	6901188	Ctg001
19751	0	6901340	6908802	Ctg001
19801	0	6908923	6916211	Ctg001
19851	0	6916229	6923056	Ctg001
19901	0	6923077	6935325	Ctg001
19951	0	6935363	6945482	Ctg001
20001	0	6946501	6953121	Ctg001
20051	0	6953138	6968329	Ctg001
20101	0	6968353	6974065	Ctg001
20151	0	6974081	6981757	Ctg001
20201	0	6981829	6988717	Ctg001
20251	0	6988762	7000039	Ctg001
20301	0	7000060	7004959	Ctg001
20351	0	7005005	7011466	Ctg001
20401	0	7014408	7035197	Ctg001
20451	0	7035306	7041241	Ctg001
20501	0	7041362	7051402	Ctg001
20551	0	7051453	7062525	Ctg001
20601	0	7062606	7070420	Ctg001
20651	0	7070526	7081121	Ctg001
20701	8	7081153	7100259	Ctg001
20751	0	7100285	7113707	Ctg001
20801	0	7113813	7117600	Ctg001
20851	0	7117916	7124537	Ctg001
20901	0	7124774	7134432	Ctg001
20951	0	7134525	7142096	Ctg001
21001	0	7142110	7147762	Ctg001
21051	0	7147778	7153951	Ctg001
21101	0	7153975	7161884	Ctg001
21151	1	7162525	7170372	Ctg001
21201	0	7170406	7176493	Ctg001
21251	0	7176551	7184832	Ctg001
21301	0	7185116	7196194	Ctg001
21351	0	7196279	7200548	Ctg001
21401	0	7200649	7204160	Ctg001
21451	0	7204313	7209029	Ctg001
21501	0	7209098	7216047	Ctg001
21551	0	7216146	7224200	Ctg001
21601	0	7224241	7263733	Ctg001
21651	0	7263997	7269001	Ctg001
21701	0	7269175	7276757	Ctg001
21751	0	7276880	7283490	Ctg001
21801	0	7283674	7289879	Ctg001
21851	0	7290040	7297700	Ctg001
21901	0	7297782	7304088	Ctg001
21951	0	7304190	7309717	Ctg001
22001	0	7309748	7317322	Ctg001
22051	0	7317343	7324959	Ctg001
22101	0	7325034	7331479	Ctg001
22151	0	7331625	7338219	Ctg001
22201	1	7338434	7354161	Ctg001
22251	0	7354698	7361914	Ctg001
22301	0	7361977	7367953	Ctg001
22351	0	7368014	7375530	Ctg001
22401	0	7375568	7384583	Ctg001
22451	0	7384622	7391056	Ctg001
22501	0	7391115	7401539	Ctg001
22551	0	7401574	7412547	Ctg001
22601	0	7412761	7419010	Ctg001
22651	0	7419142	7426074	Ctg001
22701	0	7426545	7433664	Ctg001
22751	0	7433724	7446264	Ctg001
22801	0	7446333	7453709	Ctg001
22851	0	7453974	7462352	Ctg001
22901	0	7462423	7473187	Ctg001
22951	0	7473203	7482587	Ctg001
23001	0	7484266	7498902	Ctg001
23051	0	7499298	7511744	Ctg001
23101	0	7512644	7520639	Ctg001
23151	0	7520820	7528573	Ctg001
23201	0	7528670	7535615	Ctg001
23251	0	7540140	7556996	Ctg001
23301	0	7557069	7561093	Ctg001
23351	2	7561359	7571413	Ctg001
23401	0	7571558	7579163	Ctg001
23451	0	7579367	7590288	Ctg001
23501	0	7590404	7597731	Ctg001
23551	0	7597887	7602011	Ctg001
23601	0	7602182	7608244	Ctg001
23651	0	7608320	7612716	Ctg001
23701	0	7612794	7627889	Ctg001
23751	0	7627909	7634972	Ctg001
23801	0	7635015	7640154	Ctg001
23851	0	7640514	7646463	Ctg001
23901	0	7647907	7657573	Ctg001
23951	0	7657619	7665749	Ctg001
24001	0	7665881	7676273	Ctg001
24051	0	7676442	7682073	Ctg001
24101	0	7682574	7693628	Ctg001
24151	0	7693761	7702977	Ctg001
24201	0	7702995	7711024	Ctg001
24251	0	7711124	7722058	Ctg001
24301	0	7722210	7730102	Ctg001
24351	0	7730420	7734428	Ctg001
24401	0	7734450	7739586	Ctg001
24451	0	7739677	7746287	Ctg001
24501	0	7746417	7751416	Ctg001
24551	0	7751563	7760782	Ctg001
24601	0	7761146	7772366	Ctg001
24651	0	7772428	7779791	Ctg001
24701	0	7779816	7784918	Ctg001
24751	0	7785137	7788211	Ctg001
24801	0	7788314	7794297	Ctg001
24851	0	7794320	7805963	Ctg001
24901	0	7806165	7815251	Ctg001
24951	0	7815446	7823081	Ctg001
25001	0	7823171	7834791	Ctg001
25051	0	7834803	7841887	Ctg001
25101	1	7841916	7848389	Ctg001
25151	0	7848679	7855937	Ctg001
25201	0	7856277	7868873	Ctg001
25251	0	7869028	7875402	Ctg001
25301	0	7875444	7882338	Ctg001
25351	0	7882621	7889738	Ctg001
25401	0	7889823	7897982	Ctg001
25451	0	7898001	7906229	Ctg001
25501	0	7906668	7913028	Ctg001
25551	0	7913163	7920063	Ctg001
25601	0	7920079	7923651	Ctg001
25651	0	7923766	7929184	Ctg001
25701	0	7929196	7936910	Ctg001
25751	0	7936958	7945653	Ctg001
25801	0	7945747	7954701	Ctg001
25851	0	7954915	7960627	Ctg001
25901	0	7961014	7966815	Ctg001
25951	0	7966925	7975402	Ctg001
26001	0	7975576	7983783	Ctg001
26051	0	7984089	7991097	Ctg001
26101	0	7991124	7997553	Ctg001
26151	0	7997666	8002933	Ctg001
26201	0	8002980	8011623	Ctg001
26251	0	8011900	8020466	Ctg001
26301	0	8020505	8028143	Ctg001
26351	0	8028215	8038084	Ctg001
26401	0	8038230	8050028	Ctg001
26451	0	8050065	8058320	Ctg001
26501	0	8059872	8066706	Ctg001
26551	0	8066747	8071072	Ctg001
26601	0	8071184	8079413	Ctg001
26651	0	8079629	8084203	Ctg001
26701	0	8084304	8091691	Ctg001
26751	0	8091711	8107688	Ctg001
26801	0	8108715	8153963	Ctg001
26851	0	8154475	8163586	Ctg001
26901	0	8164381	8171562	Ctg001
26951	0	8171832	8179672	Ctg001
27001	0	8179716	8184597	Ctg001
27051	0	8184613	8188826	Ctg001
27101	0	8188951	8194719	Ctg001
27151	0	8194921	8203351	Ctg001
27201	0	8203471	8211203	Ctg001
27251	0	8211223	8223943	Ctg001
27301	0	8224125	8232451	Ctg001
27351	0	8232463	8238577	Ctg001
27401	0	8238685	8243962	Ctg001
27451	0	8244061	8249729	Ctg001
27501	0	8249963	8255616	Ctg001
27551	0	8255858	8262018	Ctg001
27601	0	8262210	8270334	Ctg001
27651	0	8270405	8277544	Ctg001
27701	0	8277820	8287108	Ctg001
27751	0	8287135	8292687	Ctg001
27801	0	8292798	8298303	Ctg001
27851	0	8298315	8304243	Ctg001
27901	0	8304398	8311395	Ctg001
27951	0	8311524	8319790	Ctg001
28001	0	8319850	8326534	Ctg001
28051	1	8326753	8409199	Ctg001
28101	0	8409529	8413567	Ctg001
28151	0	8413579	8420005	Ctg001
28201	0	8420590	8427081	Ctg001
28251	0	8427107	8431164	Ctg001
28301	0	8431909	8442390	Ctg001
28351	0	8442888	8449419	Ctg001
28401	0	8449443	8457796	Ctg001
28451	0	8457819	8463036	Ctg001
28501	0	8463189	8467372	Ctg001
28551	0	8467452	8474239	Ctg001
28601	0	8474345	8481010	Ctg001
28651	0	8481043	8488541	Ctg001
28701	0	8489589	8498861	Ctg001
28751	0	8498930	8504941	Ctg001
28801	0	8505391	8516554	Ctg001
28851	0	8516641	8524246	Ctg001
28901	0	8524329	8540760	Ctg001
28951	0	8540998	8547020	Ctg001
29001	0	8547125	8552554	Ctg001
29051	0	8552990	8559537	Ctg001
29101	0	8559672	8565821	Ctg001
29151	0	8565916	8573562	Ctg001
29201	0	8575322	8586523	Ctg001
29251	0	8586592	8592984	Ctg001
29301	0	8593138	8605683	Ctg001
29351	0	8605705	8618292	Ctg001
29401	1	8618704	8630846	Ctg001
29451	0	8630964	8637409	Ctg001
29501	0	8637626	8645151	Ctg001
29551	0	8645216	8651518	Ctg001
29601	0	8651624	8655830	Ctg001
29651	0	8655893	8663309	Ctg001
29701	0	8663417	8670016	Ctg001
29751	0	8670189	8677023	Ctg001
29801	0	8677077	8684457	Ctg001
29851	0	8684471	8690816	Ctg001
29901	0	8690914	8700983	Ctg001
29951	0	8701101	8708382	Ctg001
30001	0	8708399	8719195	Ctg001
30051	0	8719310	8726099	Ctg001
30101	0	8726173	8731949	Ctg001
30151	0	8732023	8746970	Ctg001
30201	0	8746996	8750978	Ctg001
30251	1	8751104	8757157	Ctg001
30301	0	8757266	8762303	Ctg001
30351	0	8762315	8769074	Ctg001
30401	0	8769093	8783133	Ctg001
30451	0	8783415	8792007	Ctg001
30501	0	8792138	8802173	Ctg001
30551	0	8802189	8809890	Ctg001
30601	0	8809915	8821131	Ctg001
30651	0	8821151	8828472	Ctg001
30701	0	8829528	8835832	Ctg001
30751	0	8835900	8841128	Ctg001
30801	0	8841283	8847924	Ctg001
30851	0	8848041	8853633	Ctg001
30901	0	8853998	8861496	Ctg001
30951	0	8861515	8872796	Ctg001
31001	0	8872826	8886782	Ctg001
31051	0	8886966	8893854	Ctg001
31101	0	8893952	8902648	Ctg001
31151	0	8902985	8924705	Ctg001
31201	0	8924728	8931653	Ctg001
31251	0	8931676	8936156	Ctg001
31301	0	8936228	8941174	Ctg001
31351	0	8941305	8950370	Ctg001
31401	0	8950402	8954977	Ctg001
31451	0	8955055	8960809	Ctg001
31501	0	8960828	8970318	Ctg001
31551	0	8970382	8979604	Ctg001
31601	0	8979618	8989945	Ctg001
31651	0	8991229	8996570	Ctg001
31701	0	8996608	9002051	Ctg001
31751	0	9002066	9010152	Ctg001
31801	0	9010388	9016423	Ctg001
31851	1	9016598	9023260	Ctg001
31901	0	9023277	9034250	Ctg001
31951	0	9034368	9040231	Ctg001
32001	0	9040355	9048343	Ctg001
32051	0	9048975	9061315	Ctg001
32101	0	9061373	9069025	Ctg001
32151	0	9069243	9078492	Ctg001
32201	0	9078550	9088753	Ctg001
32251	0	9088768	9107502	Ctg001
32301	0	9107783	9112038	Ctg001
32351	0	9112206	9123305	Ctg001
32401	0	9123526	9130069	Ctg001
32451	0	9130207	9143375	Ctg001
32501	0	9143558	9151342	Ctg001
32551	0	9151372	9155676	Ctg001
32601	0	9155771	9166216	Ctg001
32651	0	9166234	9171573	Ctg001
32701	0	9171590	9180145	Ctg001
32751	0	9180528	9188354	Ctg001
32801	0	9188474	9195975	Ctg001
32851	0	9195994	9203180	Ctg001
32901	0	9203356	9209689	Ctg001
32951	0	9210543	9226267	Ctg001
33001	0	9226560	9250388	Ctg001
33051	0	9250679	9257543	Ctg001
33101	0	9257722	9265363	Ctg001
33151	0	9265533	9271712	Ctg001
33201	0	9271820	9278399	Ctg001
33251	0	9279250	9285459	Ctg001
33301	0	9285813	9298189	Ctg001
33351	0	9298259	9304099	Ctg001
33401	0	9304135	9312300	Ctg001
33451	0	9312351	9320319	Ctg001
33501	0	9320412	9329837	Ctg001
33551	0	9329850	9340713	Ctg001
33601	0	9340803	9357164	Ctg001
33651	0	9357180	9363220	Ctg001
33701	0	9363232	9374119	Ctg001
33751	0	9374637	9383386	Ctg001
33801	0	9383398	9389118	Ctg001
33851	0	9389494	9402625	Ctg001
33901	0	9402875	9411015	Ctg001
33951	0	9411055	9419007	Ctg001
34001	0	9419076	9425264	Ctg001
34051	0	9425685	9431894	Ctg001
34101	0	9432076	9437525	Ctg001
34151	0	9438188	9446071	Ctg001
34201	0	9446100	9455601	Ctg001
34251	0	9455618	9462325	Ctg001
34301	0	9462543	9473214	Ctg001
34351	0	9474679	9485241	Ctg001
34401	0	9485330	9488962	Ctg001
34451	0	9489088	9493565	Ctg001
34501	0	9494013	9524085	Ctg001
34551	0	9524252	9530713	Ctg001
34601	0	9531137	9538165	Ctg001
34651	0	9538262	9544866	Ctg001
34701	0	9544974	9552607	Ctg001
34751	0	9552621	9562118	Ctg001
34801	0	9562172	9570761	Ctg001
34851	0	9570809	9582476	Ctg001
34901	0	9584583	9597834	Ctg001
34951	0	9597857	9606101	Ctg001
35001	0	9606163	9612332	Ctg001
35051	0	9612613	9618978	Ctg001
35101	0	9619084	9626648	Ctg001
35151	0	9627736	9634484	Ctg001
35201	0	9634561	9642108	Ctg001
35251	0	9642121	9660015	Ctg001
35301	0	9660055	9668662	Ctg001
35351	0	9668677	9676453	Ctg001
35401	0	9676644	9683940	Ctg001
35451	0	9684015	9695779	Ctg001
35501	0	9695907	9714544	Ctg001
35551	0	9714565	9723646	Ctg001
35601	0	9723686	9738529	Ctg001
35651	0	9738571	9747090	Ctg001
35701	0	9747164	9754861	Ctg001
35751	0	9755060	9764405	Ctg001
35801	0	9764506	9780097	Ctg001
35851	0	9780200	9821462	Ctg001
35901	0	9821496	9830268	Ctg001
35951	0	9830452	9840183	Ctg001
36001	0	9840204	9849092	Ctg001
36051	0	9849146	9855620	Ctg001
36101	0	9855945	9864274	Ctg001
36151	0	9864334	9870968	Ctg001
36201	0	9870987	9880549	Ctg001
36251	0	9880593	9890025	Ctg001
36301	0	9890101	9895789	Ctg001
36351	0	9896533	9903276	Ctg001
36401	0	9903471	9908622	Ctg001
36451	0	9908642	9918377	Ctg001
36501	0	9918414	9925467	Ctg001
36551	0	9925559	9932465	Ctg001
36601	0	9932534	9942164	Ctg001
36651	0	9942266	9950102	Ctg001
36701	0	9950168	9960553	Ctg001
36751	1	9960746	9974233	Ctg001
36801	0	9974247	9990228	Ctg001
36851	0	9990346	9998879	Ctg001
36901	0	9999382	10010333	Ctg001
36951	0	10010348	10017065	Ctg001
37001	0	10017092	10022982	Ctg001
